Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1993-01-19 00:00:00-05:00,0.2748962342739105,0.30544005864598267,0.2748962342739105,0.2748962342739105,3697205,0.0,0.0
1993-01-20 00:00:00-05:00,0.30544005864598267,0.30544005864598267,0.2748962342739105,0.2748962342739105,297626,0.0,0.0
1993-01-21 00:00:00-05:00,0.30544005864598267,0.30544005864598267,0.2748962342739105,0.2748962342739105,124252,0.0,0.0
1993-01-22 00:00:00-05:00,0.3054400384426117,0.3054400384426117,0.2748962160908646,0.3054400384426117,83798,0.0,0.0
1993-01-25 00:00:00-05:00,0.2748961963558463,0.32071237374975625,0.2748961963558463,0.29016855359077454,959337,0.0,0.0
1993-01-26 00:00:00-05:00,0.29016857442220767,0.3359838870976217,0.29016857442220767,0.3054400384426117,118472,0.0,0.0
1993-01-27 00:00:00-05:00,0.30544004357841686,0.3970724327886079,0.30544004357841686,0.35125625133514404,983899,0.0,0.0
1993-01-28 00:00:00-05:00,0.3512562300775085,0.39707240875822825,0.30544002509352697,0.33598387241363525,551908,0.0,0.0
1993-01-29 00:00:00-05:00,0.35125623533946526,0.35125623533946526,0.3054400296691389,0.3207123875617981,141589,0.0,0.0
1993-02-01 00:00:00-05:00,0.3054400484865893,0.33598389814599194,0.3054400484865893,0.3130762279033661,1317644,0.0,0.0
1993-02-02 00:00:00-05:00,0.3130761333924264,0.3359837967197222,0.3130761333924264,0.3283484876155853,1573371,0.0,0.0
1993-02-03 00:00:00-05:00,0.3130762279033661,0.33598389814599194,0.3130762279033661,0.3130762279033661,177709,0.0,0.0
1993-02-04 00:00:00-05:00,0.3130761333924264,0.3359837967197222,0.3130761333924264,0.3283484876155853,759957,0.0,0.0
1993-02-05 00:00:00-05:00,0.3130762039254636,0.36652856143811996,0.3130762039254636,0.33598387241363525,976675,0.0,0.0
1993-02-08 00:00:00-05:00,0.3359838935902012,0.3741638958454132,0.3359838935902012,0.3741638958454132,2922800,0.0,0.0
1993-02-09 00:00:00-05:00,0.3741637879669211,0.38179996507850056,0.3283484876155853,0.3283484876155853,1765527,0.0,0.0
1993-02-10 00:00:00-05:00,0.3512562300775085,0.3512562300775085,0.3283485615893368,0.33598387241363525,258617,0.0,0.0
1993-02-11 00:00:00-05:00,0.3283484876155853,0.3588923017512048,0.3283484876155853,0.3283484876155853,192156,0.0,0.0
1993-02-12 00:00:00-05:00,0.3283485431455278,0.41234474326010534,0.3283485431455278,0.36652854084968567,2945917,0.0,0.0
1993-02-16 00:00:00-05:00,0.39707238645410237,0.39707238645410237,0.36652854084968567,0.36652854084968567,1323423,0.0,0.0
1993-02-17 00:00:00-05:00,0.36652855762101344,0.4123447621278552,0.36652855762101344,0.3970724046230316,1863773,0.0,0.0
1993-02-18 00:00:00-05:00,0.36652855762101344,0.39707240462303156,0.36652855762101344,0.3970724046230316,720948,0.0,0.0
