Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1989-09-20 00:00:00-04:00,0.0,0.524043928493153,0.5086308717727661,0.5086308717727661,15396800,0.0,0.0
1989-09-21 00:00:00-04:00,0.0,0.5009248550562972,0.4932178556919098,0.4932178556919098,6224000,0.0,0.0
1989-09-22 00:00:00-04:00,0.0,0.5009248550562972,0.4932178556919098,0.4932178556919098,2041600,0.0,0.0
1989-09-25 00:00:00-04:00,0.0,0.47009876279255425,0.46239173412323,0.46239173412323,3072000,0.0,0.0
1989-09-26 00:00:00-04:00,0.0,0.47009876279255425,0.46239173412323,0.46239173412323,888000,0.0,0.0
1989-09-27 00:00:00-04:00,0.0,0.47009876279255425,0.46239173412323,0.46239173412323,523200,0.0,0.0
1989-09-28 00:00:00-04:00,0.0,0.46239177728521413,0.44697871804237366,0.44697871804237366,574400,0.0,0.0
1989-09-29 00:00:00-04:00,0.0,0.46239177728521413,0.44697871804237366,0.44697871804237366,240000,0.0,0.0
1989-10-02 00:00:00-04:00,0.0,0.47009876279255425,0.46239173412323,0.46239173412323,1244800,0.0,0.0
1989-10-03 00:00:00-04:00,0.0,0.508630913682282,0.46239173971116543,0.4932178556919098,883200,0.0,0.0
1989-10-04 00:00:00-04:00,0.0,0.5086310048853901,0.49321794413128744,0.5009249448776245,868800,0.0,0.0
1989-10-05 00:00:00-04:00,0.0,0.5086310048853901,0.5009249448776245,0.5009249448776245,923200,0.0,0.0
1989-10-06 00:00:00-04:00,0.0,0.5086310048853901,0.49321794413128744,0.5009249448776245,1020800,0.0,0.0
1989-10-09 00:00:00-04:00,0.0,0.5009249448776245,0.49321794413128744,0.5009249448776245,148800,0.0,0.0
1989-10-10 00:00:00-04:00,0.0,0.4932178990982126,0.48551186919212347,0.4855118691921234,1056000,0.0,0.0
1989-10-11 00:00:00-04:00,0.0,0.4932179132239843,0.47009882330894476,0.4700988233089447,497600,0.0,0.0
1989-10-12 00:00:00-04:00,0.0,0.4932178556919098,0.47009876847362797,0.4932178556919098,288000,0.0,0.0
1989-10-13 00:00:00-04:00,0.0,0.4932179132239843,0.47009882330894476,0.4700988233089447,876800,0.0,0.0
1989-10-16 00:00:00-04:00,0.0,0.4546857476234436,0.4392726883740834,0.4546857476234436,414400,0.0,0.0
1989-10-17 00:00:00-04:00,0.0,0.4469786408566997,0.4315655842754342,0.43927261233329773,126400,0.0,0.0
1989-10-18 00:00:00-04:00,0.0,0.44697863927909304,0.4315655827522278,0.4315655827522278,196800,0.0,0.0
1989-10-19 00:00:00-04:00,0.0,0.47009882330894476,0.4315656740709862,0.4700988233089447,1188800,0.0,0.0
1989-10-20 00:00:00-04:00,0.0,0.4700988068728038,0.4546857476234436,0.4546857476234436,188800,0.0,0.0
1989-10-23 00:00:00-04:00,0.0,0.4546857476234436,0.4546857476234436,0.4546857476234436,54400,0.0,0.0
1989-10-24 00:00:00-04:00,0.0,0.45468574743111095,0.4392726881882705,0.44697871804237366,734400,0.0,0.0
1989-10-25 00:00:00-04:00,0.0,0.46239177728521413,0.44697871804237366,0.44697871804237366,32000,0.0,0.0
1989-10-26 00:00:00-04:00,0.0,0.46239173412323,0.4469786763191223,0.46239173412323,94400,0.0,0.0
1989-10-27 00:00:00-04:00,0.0,0.5009248991408649,0.4623917804045743,0.4855118691921234,1652800,0.0,0.0
1989-10-30 00:00:00-05:00,0.0,0.5009248991408649,0.4623917804045743,0.4855118691921234,476800,0.0,0.0
1989-10-31 00:00:00-05:00,0.0,0.47780479192733766,0.46239173412323,0.46239173412323,52800,0.0,0.0
1989-11-01 00:00:00-05:00,0.0,0.4778048396110534,0.4623917802687614,0.47780483961105347,798400,0.0,0.0
1989-11-02 00:00:00-05:00,0.0,0.47780479192733766,0.46239173412323,0.46239173412323,438400,0.0,0.0
1989-11-03 00:00:00-05:00,0.0,0.47780479192733766,0.46239173412323,0.46239173412323,169600,0.0,0.0
1989-11-06 00:00:00-05:00,0.0,0.47780479192733766,0.46239173412323,0.46239173412323,182400,0.0,0.0
1989-11-07 00:00:00-05:00,0.0,0.4778048396110534,0.4623917802687614,0.47780483961105347,478400,0.0,0.0
1989-11-08 00:00:00-05:00,0.0,0.4855118690495197,0.4623917802687614,0.47780483961105347,1408000,0.0,0.0
1989-11-09 00:00:00-05:00,0.0,0.5009248989937342,0.4623917802687614,0.47780483961105347,1052800,0.0,0.0
1989-11-10 00:00:00-05:00,0.0,0.5163380056317273,0.4778048833771847,0.5009249448776245,827200,0.0,0.0
1989-11-13 00:00:00-05:00,0.0,0.5625770180599439,0.5086308513368879,0.5394569635391235,5342400,0.0,0.0
1989-11-14 00:00:00-05:00,0.0,0.5548700939166579,0.5317509770393372,0.5317509770393372,531200,0.0,0.0
1989-11-15 00:00:00-05:00,0.0,0.5394569635391235,0.5163378497565905,0.5394569635391235,1427200,0.0,0.0
1989-11-16 00:00:00-05:00,0.0,0.5394569635391235,0.5240439074380057,0.5394569635391235,1683200,0.0,0.0
1989-11-17 00:00:00-05:00,0.0,0.5394570967730354,0.5240440368652344,0.5240440368652344,342400,0.0,0.0
1989-11-20 00:00:00-05:00,0.0,0.5394570967730354,0.5240440368652344,0.5240440368652344,313600,0.0,0.0
